12,4898,-1,
0,7.2,0.39,0.36,0.9,0.044000000000000004,55.0,156.0,0.9935,3.09,0.35,10.3,6
1,6.1,0.27,0.34,4.9,0.049,65.0,243.0,0.9996,3.12,0.49,9.8,5
2,6.9,0.24,0.24,6.0,0.035,47.0,136.0,0.991,3.26,0.58,10.0,7
3,6.9,0.21,0.42,2.0,0.034,48.0,136.0,0.9972,3.25,0.49,12.9,7
4,7.5,0.17,0.26,15.0,0.04,51.0,148.0,0.99215,3.21,0.26,13.4,7
5,7.1,0.26,0.24,7.7,0.044000000000000004,62.0,240.0,0.9888600000000001,3.04,0.37,9.2,6
6,6.0,0.34,0.21,1.1,0.046,26.0,164.0,0.99455,3.14,0.63,9.9,6
7,8.6,0.265,0.24,5.4,0.034,15.0,80.0,0.99424,2.95,0.6,11.4,7
8,9.8,0.36,0.3,2.1,0.038,4.0,83.0,0.9926,2.89,0.33,10.8,4
9,6.0,0.34,0.29,7.9,0.046,26.0,164.0,0.99566,3.14,0.82,9.0,6
0,7.4,0.25,0.27,1.3,0.06,52.0,192.0,0.9965700000000001,3.0,0.44,11.5,5
1,7.1,0.12,0.32,1.7,0.054000000000000006,64.0,162.0,0.997,3.4,0.47,10.6,5
2,6.0,0.21,0.41,1.8,0.05,55.0,164.0,0.9912,3.34,0.78,10.8,5
3,7.5,0.305,0.42,4.2,0.059000000000000004,44.0,170.0,0.99444,2.99,0.44,9.2,5
4,7.4,0.25,0.3,1.8,0.06,52.0,192.0,0.9924,3.0,0.62,9.6,5
5,7.3,0.13,0.29,1.4,0.051,34.0,109.0,0.9915799999999999,3.2,0.58,12.0,6
6,7.1,0.12,0.41,4.5,0.054000000000000006,64.0,162.0,0.9986,3.4,0.47,11.6,5
7,7.1,0.23,0.32,14.75,0.04,60.0,171.0,0.9924,3.16,0.66,9.4,6
8,7.1,0.23,0.35,4.1,0.04,60.0,171.0,0.9879399999999999,3.16,0.34,9.0,6
9,6.9,0.33,0.36,14.0,0.051,37.0,187.0,0.9971399999999999,3.27,0.46,10.5,5
0,6.5,0.17,0.32,16.95,0.08199999999999999,64.0,163.0,0.99792,2.89,0.25,12.2,6
1,7.2,0.27,0.46,1.5,0.052000000000000005,45.0,255.0,0.9888,3.04,0.5,12.0,5
2,7.2,0.31,0.41,4.3,0.055999999999999994,68.0,195.0,0.99249,3.01,0.52,9.1,5
3,6.7,0.41,0.29,4.2,0.049,29.0,150.0,0.99385,3.22,0.5,9.3,5
4,6.7,0.41,0.53,1.2,0.049,29.0,150.0,0.9950200000000001,3.22,0.5,14.05,5
5,5.5,0.485,0.23,4.6,0.065,8.0,103.0,0.9988,3.63,0.58,12.3,4
6,6.0,0.31,0.57,8.7,0.040999999999999995,25.0,143.0,0.9948600000000001,3.31,0.32,11.3,6
7,7.0,0.14,0.32,4.5,0.035,16.0,85.0,0.9906,3.19,0.51,8.8,6
8,7.2,0.31,0.24,7.2,0.055999999999999994,68.0,195.0,0.9908899999999999,3.01,0.34,12.7,5
9,7.3,0.32,0.33,14.0,0.06,57.0,196.0,0.9963,3.04,0.33,9.6,5
0,5.9,0.36,0.34,4.0,0.046,21.0,87.0,0.9943200000000001,3.22,0.53,10.0,5
1,7.8,0.24,0.3,1.5,0.054000000000000006,42.0,138.0,0.996,3.01,0.47,12.4,5
2,7.4,0.16,0.23,11.2,0.059000000000000004,31.0,131.0,0.99784,3.29,0.39,10.0,5
3,6.9,0.19,0.4,2.8,0.057999999999999996,14.0,146.0,0.9967600000000001,3.29,0.66,10.1333333333333,6
4,6.4,0.13,0.18,1.4,0.092,40.0,158.0,0.9976,3.21,0.41,8.9,6
5,6.7,0.19,0.32,8.7,0.026000000000000002,63.0,143.0,0.99306,3.27,0.65,12.5,6
6,7.4,0.39,0.19,4.0,0.033,29.0,126.0,0.9964,3.14,0.45,11.9,5
7,6.5,0.24,0.35,0.95,0.038,48.0,203.0,0.9926,3.45,0.28,13.2,7
8,6.1,0.3,0.49,7.9,0.044000000000000004,47.0,179.0,0.98988,3.3,0.41,9.5,7
9,6.1,0.3,0.22,1.6,0.046,46.0,184.0,0.9994,3.31,0.54,11.9,6
0,5.7,0.26,0.25,7.8,0.02,7.0,57.0,0.99792,3.39,0.4,13.0,5
1,6.5,0.24,0.28,13.1,0.038,48.0,203.0,0.9974,3.45,0.58,9.1,7
2,6.5,0.425,0.42,15.8,0.038,59.0,241.0,0.9949,3.23,0.45,13.0,5
3,6.6,0.24,0.31,7.8,0.035,46.0,188.0,0.9976700000000001,3.24,0.37,9.3,5
4,6.8,0.27,0.21,2.3,0.034,55.0,203.0,0.9913799999999999,3.19,0.36,10.5,5
5,6.7,0.27,0.37,1.5,0.036000000000000004,44.0,179.0,0.9932,3.26,0.48,12.4,5
6,8.2,0.23,0.21,1.2,0.027000000000000003,36.0,121.0,0.9901399999999999,3.12,0.52,10.5,6
7,7.1,0.37,0.28,12.9,0.045,49.0,155.0,0.9914,3.16,0.44,9.2,5
8,6.8,0.19,0.25,14.2,0.035,30.0,96.0,0.99675,3.15,0.69,11.3,7
9,8.1,0.28,0.49,1.05,0.028999999999999998,18.0,79.0,0.9939,3.23,0.43,8.9,6
0,6.3,0.31,0.35,14.5,0.045,20.0,77.0,0.9914,3.3,0.36,10.5,5
1,7.1,0.37,0.22,0.9,0.045,49.0,155.0,0.9927,3.16,0.67,9.2,5
2,7.9,0.21,0.36,6.8,0.039,38.0,107.0,0.992,3.21,0.44,12.7,6
3,8.5,0.21,0.39,2.0,0.036000000000000004,24.0,99.0,0.9923200000000001,3.18,0.37,10.3,6
4,8.1,0.2,0.24,1.5,0.037000000000000005,19.0,87.0,0.9923,3.12,0.58,12.8,6
5,6.3,0.255,0.28,7.1,0.04,37.0,114.0,0.993,3.0,0.34,9.6,6
6,5.6,0.16,0.27,5.0,0.044000000000000004,53.0,168.0,0.9914,3.28,0.47,9.5,6
7,6.4,0.595,0.53,15.6,0.057999999999999996,15.0,97.0,0.99582,3.38,0.39,11.3,4
8,6.3,0.34,0.44,4.7,0.034,19.0,80.0,0.9934,3.38,0.5,10.7,7
9,6.9,0.25,0.3,6.3,0.054000000000000006,23.0,116.0,0.9917,2.99,0.45,10.5,6
0,7.9,0.22,0.31,17.85,0.043,46.0,152.0,0.9907799999999999,3.12,0.46,10.933333333333302,7
1,7.6,0.18,0.52,1.6,0.055,58.0,135.0,0.9962200000000001,3.14,0.6,9.7,6
2,6.9,0.25,0.21,5.1,0.054000000000000006,23.0,116.0,0.9927,2.99,0.41,10.5,6
3,7.2,0.18,0.42,5.8,0.048,41.0,97.0,0.9955,3.14,0.5,8.8,5
4,8.2,0.23,0.28,18.35,0.049,12.0,76.0,0.99,3.06,0.7,11.3,6
5,7.4,0.24,0.1,12.5,0.066,48.0,198.0,0.9980700000000001,2.89,0.37,10.8,6
6,7.4,0.24,0.28,11.6,0.066,48.0,198.0,0.99825,2.89,0.34,9.2,6
7,6.1,0.32,0.74,9.7,0.036000000000000004,38.0,124.0,0.9970600000000001,3.29,0.66,10.4,7
8,5.2,0.44,0.49,7.5,0.036000000000000004,43.0,119.0,0.9894799999999999,3.36,0.77,9.9,8
9,5.2,0.44,0.31,2.2,0.036000000000000004,43.0,119.0,0.9908,3.36,0.57,10.7,8
0,6.1,0.32,0.45,14.3,0.036000000000000004,38.0,124.0,0.9905200000000001,3.29,0.4,12.3,7
1,6.4,0.22,0.36,16.95,0.055,27.0,159.0,0.9912,2.98,0.4,11.2,5
2,6.3,0.36,0.32,1.8,0.049,14.0,85.0,0.99313,3.28,0.46,12.0,5
3,7.4,0.24,0.38,1.2,0.066,48.0,198.0,0.99469,2.89,0.46,12.4,6
4,6.7,0.24,0.36,1.8,0.05,64.0,205.0,0.99345,3.15,0.57,10.2,5
5,7.0,0.23,0.24,13.2,0.051,72.0,177.0,0.9958,3.16,0.82,9.4,5
6,8.4,0.27,0.3,6.1,0.048,39.0,197.0,0.993,3.14,0.55,9.53333333333333,6
7,6.7,0.46,0.41,11.0,0.034,25.0,98.0,0.9906,3.08,0.58,12.8,7
8,7.5,0.29,0.22,2.3,0.055,20.0,151.0,0.9969600000000001,3.08,0.53,9.1,5
9,9.8,0.42,0.29,13.55,0.034,5.0,110.0,0.9915200000000001,2.87,0.49,9.4,5
0,7.1,0.3,0.28,9.1,0.066,29.0,133.0,0.9902,3.12,0.75,11.4,6
1,7.9,0.19,0.04,1.2,0.045,17.0,96.0,0.9899,3.13,0.3,8.8,6
2,7.6,0.48,0.26,11.5,0.037000000000000005,4.0,100.0,0.99475,3.03,0.31,11.3,4
3,6.3,0.22,0.08,8.8,0.038,31.0,130.0,0.9918799999999999,3.35,0.79,9.1,7
4,7.5,0.27,0.45,10.3,0.051,33.0,173.0,0.9955,3.09,0.56,11.9,5
5,6.9,0.23,0.32,8.3,0.04,50.0,151.0,0.99685,3.11,0.42,10.5,6
6,7.2,0.32,0.17,1.2,0.044000000000000004,19.0,65.0,0.98988,3.03,0.49,11.2,4
7,5.9,0.23,0.37,8.9,0.054000000000000006,57.0,170.0,0.98867,3.28,0.46,12.7,5
8,6.0,0.67,0.49,2.5,0.06,9.0,108.0,0.98916,3.11,0.55,9.0,4
9,6.4,0.25,0.29,12.7,0.049,41.0,176.0,0.99174,3.19,0.39,12.5,6
0,6.4,0.33,0.21,1.0,0.048,42.0,173.0,0.99275,3.19,0.38,9.2,6
1,7.1,0.34,0.4,10.1,0.053,61.0,183.0,0.98854,3.09,0.4,11.0,5
2,6.8,0.28,0.46,20.3,0.048,48.0,167.0,0.9923700000000001,2.93,0.41,9.4,5
3,6.9,0.27,0.25,12.6,0.05,64.0,227.0,0.995,3.18,0.56,9.0,6
4,6.8,0.26,0.31,10.7,0.043,64.0,226.0,0.9948,3.02,0.69,9.9,5
5,6.8,0.29,0.29,5.7,0.043,66.0,230.0,0.9976,3.02,0.64,11.0,5
6,6.7,0.24,0.74,6.0,0.04,49.0,166.0,0.9924,3.12,0.5,10.7,6
7,5.9,0.3,0.26,9.6,0.038,42.0,119.0,0.9919899999999999,3.15,0.46,12.2,5
8,6.8,0.53,0.39,1.6,0.034,26.0,109.0,0.9978,3.26,0.4,10.0,8
9,6.5,0.28,0.27,8.2,0.047,54.0,210.0,0.996,3.09,0.74,12.0,4
0,6.6,0.28,0.49,8.3,0.052000000000000005,55.0,211.0,0.9967,3.09,0.33,9.5,6
1,6.8,0.28,0.33,1.1,0.048,48.0,167.0,0.99085,2.93,0.46,10.0,5
2,6.8,0.28,0.35,14.0,0.045,28.0,123.0,0.9947299999999999,3.02,0.74,9.9,6
3,6.6,0.15,0.26,1.8,0.055,34.0,125.0,0.9927,3.36,0.47,9.6,5
4,6.4,0.29,0.49,2.0,0.2,75.0,181.0,0.9932,3.02,0.45,8.8,5
5,6.4,0.3,0.28,1.2,0.19699999999999998,76.0,180.0,0.9906,3.02,0.34,10.5,6
6,6.4,0.29,0.23,1.7,0.19699999999999998,75.0,183.0,0.9955,3.01,0.48,13.9,5
7,6.8,0.26,0.38,1.1,0.052000000000000005,54.0,214.0,0.9916,3.13,0.48,9.2,5
8,7.1,0.32,0.41,4.5,0.05,52.0,204.0,0.9951,3.1,0.37,8.8,5
9,6.8,0.26,0.49,1.2,0.052000000000000005,54.0,214.0,0.9939,3.13,0.53,11.0,5
0,6.8,0.27,0.49,11.3,0.049,55.0,196.0,0.9945,3.15,0.53,10.5,5
1,7.1,0.32,0.35,3.4,0.05,52.0,204.0,0.98862,3.1,0.47,12.0,5
2,6.9,0.54,0.27,1.2,0.05,53.0,236.0,0.9928,3.2,0.38,8.7,5
3,6.8,0.26,0.44,16.85,0.034,39.0,134.0,0.9984,3.33,0.61,10.3,6
4,5.8,0.28,0.4,2.5,0.053,36.0,114.0,0.98949,3.28,0.38,9.5,4
5,6.4,0.21,0.26,1.2,0.042,45.0,153.0,0.9922,3.15,0.47,10.5,5
6,7.0,0.16,0.36,9.15,0.045,38.0,126.0,0.9929600000000001,3.21,0.39,12.4,5
7,10.2,0.44,0.31,4.6,0.049,20.0,124.0,0.99026,2.99,0.69,11.4,4
8,6.8,0.57,0.31,5.7,0.04,15.0,77.0,0.9936,3.32,0.38,9.5,5
9,6.1,0.4,0.49,1.7,0.048,23.0,170.0,0.993,3.22,0.41,10.2,6
0,5.6,0.245,0.33,12.3,0.032,12.0,68.0,0.99159,3.31,0.38,9.7,5
1,6.8,0.18,0.29,14.1,0.038,35.0,111.0,0.9914,3.32,0.52,13.4,7
2,7.0,0.16,0.36,14.7,0.045,38.0,126.0,0.9977799999999999,3.21,0.5,12.7,5
3,6.7,0.13,0.49,1.1,0.051,31.0,122.0,0.9938,3.44,0.39,12.9,6
4,6.2,0.25,0.24,2.6,0.03,35.0,105.0,0.9994,3.3,0.52,8.7,7
5,5.8,0.26,0.0,16.7,0.044000000000000004,55.0,152.0,0.9948,3.31,0.48,9.7,5
6,7.5,0.27,0.56,12.9,0.036000000000000004,45.0,164.0,0.99335,3.03,0.48,10.6,5
7,5.8,0.26,0.31,8.2,0.044000000000000004,55.0,152.0,0.9958,3.31,0.54,10.4,5
8,5.7,0.28,0.34,11.1,0.044000000000000004,60.0,167.0,0.99226,3.31,0.39,10.4,5
9,7.5,0.23,0.28,1.2,0.036000000000000004,43.0,161.0,0.9958100000000001,3.04,0.6,12.1,5
0,7.5,0.27,0.33,0.9,0.036000000000000004,45.0,164.0,0.99954,3.03,0.57,10.6,5
1,7.2,0.685,0.32,1.2,0.07,33.0,172.0,0.9982,3.0,0.45,10.3,6
2,6.2,0.25,0.46,6.0,0.03,35.0,105.0,0.99271,3.3,0.71,10.3,7
3,6.5,0.19,0.25,1.1,0.043,33.0,144.0,0.99336,3.42,0.39,9.2,6
4,6.3,0.495,0.23,1.5,0.046,31.0,140.0,0.98934,3.39,0.35,10.1,6
5,7.1,0.24,0.37,9.1,0.046,39.0,145.0,0.9983,3.32,0.42,10.6,5
6,6.4,0.17,0.37,1.2,0.048,41.0,200.0,0.99656,3.5,0.42,12.3,6
7,7.1,0.25,0.26,1.6,0.040999999999999995,66.0,272.0,0.992,3.17,0.53,8.8,6
8,6.4,0.17,0.38,1.4,0.048,41.0,200.0,0.9889,3.5,0.38,10.6,6
9,7.1,0.24,0.25,1.5,0.046,39.0,145.0,0.9918799999999999,3.32,0.38,9.0,5
0,6.8,0.64,0.28,1.6,0.062,26.0,142.0,0.9936799999999999,3.37,0.65,11.8,4
1,8.3,0.28,0.28,4.9,0.040999999999999995,38.0,194.0,0.9943,3.34,0.5,12.15,6
2,8.2,0.27,0.33,1.2,0.039,49.0,208.0,0.9972,3.31,0.5,12.2,6
3,7.2,0.23,0.74,12.15,0.057999999999999996,55.0,194.0,0.9976,3.09,0.46,10.6,6
4,7.2,0.23,0.34,1.0,0.057999999999999996,55.0,194.0,0.9935200000000001,3.09,0.41,11.3,6
5,7.2,0.23,0.33,6.3,0.057999999999999996,55.0,194.0,0.9934,3.09,0.38,9.4,6
6,7.2,0.23,0.48,1.4,0.057999999999999996,55.0,194.0,0.99855,3.09,0.38,10.8,6
7,6.8,0.52,0.28,12.7,0.044000000000000004,54.0,221.0,0.9916,3.27,0.45,10.4,6
8,7.0,0.26,0.39,6.7,0.037000000000000005,40.0,120.0,0.9918,3.34,0.46,10.8,7
9,6.2,0.25,0.26,1.5,0.039,28.0,159.0,0.9983,3.48,0.31,10.4,6
0,7.3,0.32,0.37,4.4,0.05,49.0,197.0,0.99856,3.2,0.46,8.7,5
1,7.7,0.31,0.26,4.8,0.031,23.0,90.0,0.9972,3.13,0.42,9.6,5
2,7.1,0.21,0.4,14.7,0.026000000000000002,23.0,100.0,0.9931399999999999,3.15,0.39,10.6,7
3,6.8,0.24,0.79,11.6,0.047,64.5,218.5,0.9966,3.3,0.59,12.2,6
4,6.9,0.4,0.18,9.85,0.043,40.0,142.0,0.9938,3.14,0.42,9.6,5
5,6.1,0.18,0.29,3.3,0.038,20.0,249.5,0.9959600000000001,3.37,0.56,11.4,6
6,6.8,0.21,0.3,1.9,0.03,26.0,139.0,0.9949,3.16,0.38,10.0,7
7,5.8,0.2,0.49,12.2,0.031,12.0,77.0,0.99015,3.25,0.5,12.8,7
8,5.6,0.19,0.65,1.9,0.03,12.0,76.0,0.9953,3.25,0.57,10.8,7
9,6.1,0.41,0.29,3.1,0.037000000000000005,18.0,119.0,0.9931200000000001,3.38,0.39,8.8,5
0,5.9,0.21,0.29,14.7,0.053,40.0,199.0,0.99046,3.72,0.45,12.7,4
1,8.5,0.26,0.49,17.3,0.07400000000000001,41.0,197.0,0.9956,3.02,0.7,10.4,3
2,6.9,0.4,0.29,9.4,0.043,40.0,142.0,0.99756,3.14,0.41,12.3,5
3,5.8,0.24,0.35,4.8,0.028999999999999998,5.0,109.0,0.99971,3.53,0.42,9.9,3
4,5.8,0.24,0.47,10.2,0.054000000000000006,37.0,158.0,0.9934,3.21,0.46,11.3,6
5,6.7,0.26,0.28,1.4,0.04,45.0,147.0,0.9976,3.32,0.4,9.3,8
6,6.3,0.35,0.15,4.6,0.035,8.0,97.0,0.9913,3.27,0.54,10.4,7
7,6.3,0.35,0.46,1.7,0.035,8.0,97.0,0.9953,3.27,0.47,11.0,7
8,6.4,0.23,0.32,2.5,0.032,23.0,118.0,0.9913200000000001,3.32,0.43,9.1,6
9,5.8,0.36,0.27,2.5,0.037000000000000005,3.0,75.0,0.991,3.28,0.59,12.5,4
0,6.9,0.115,0.36,15.7,0.048,36.0,108.0,0.99215,3.32,0.57,9.4,6
1,6.9,0.29,0.28,8.7,0.043,36.0,156.0,1.001,2.93,0.43,10.5,5
2,6.9,0.28,0.29,1.3,0.036000000000000004,15.0,95.0,0.9938,3.17,0.44,10.5,5
3,7.2,0.29,0.38,5.8,0.045,66.0,231.0,0.9998,3.08,0.52,10.9,6
4,6.2,0.24,0.22,0.9,0.038,22.0,167.0,0.9950200000000001,3.1,0.45,11.9,6
5,6.9,0.29,0.67,1.1,0.043,36.0,156.0,0.99061,2.93,0.38,11.4,5
6,6.9,0.32,0.29,5.55,0.053,32.0,180.0,0.9954,3.25,0.48,9.6,6
7,5.3,0.58,0.34,7.25,0.043,34.0,149.0,0.993,3.34,0.58,9.2,5
8,5.3,0.585,0.13,9.6,0.044000000000000004,34.0,145.0,0.99256,3.34,0.5,8.7,6
9,5.4,0.59,0.27,3.5,0.045,36.0,147.0,0.99106,3.34,0.76,8.7,6
0,6.9,0.32,0.26,13.7,0.053,32.0,180.0,0.9966,3.25,0.57,10.4,6
1,5.2,0.6,0.29,1.2,0.044000000000000004,33.0,147.0,0.99946,3.33,0.68,12.9,5
