6,10,214,,,,,,,,,
100,1,0,0,0,0,1,1,1,1,0,0
,,,,,,,,,,,
100,2,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
103,3,0,0,1,1,0,0,0,0,0,0
,,,,,,,,,,,
103,4,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
100,5,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
103,6,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
102,7,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
100,8,1,0,1,1,1,0,1,0,0,0
,,,,,,,,,,,
102,9,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
103,0,0,0,0,1,1,0,0,0,0,0
,,,,,,,,,,,
103,1,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
103,2,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
100,3,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
104,4,1,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
104,5,1,1,1,0,1,0,1,1,0,0
,,,,,,,,,,,
103,6,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
100,7,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
102,8,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,9,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
103,0,0,0,0,1,1,0,0,0,0,0
,,,,,,,,,,,
104,1,1,0,0,1,1,0,1,0,0,0
,,,,,,,,,,,
105,2,1,0,0,0,1,0,1,0,0,0
,,,,,,,,,,,
100,3,1,1,1,1,0,0,1,0,0,0
,,,,,,,,,,,
100,4,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
100,5,0,1,0,0,1,0,1,1,0,0
,,,,,,,,,,,
100,6,0,0,0,0,1,1,0,0,0,0
,,,,,,,,,,,
105,7,1,0,1,0,1,0,1,0,0,0
,,,,,,,,,,,
100,8,1,1,0,1,0,0,1,0,0,0
,,,,,,,,,,,
105,9,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
105,0,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
103,1,0,1,0,0,0,1,0,1,0,0
,,,,,,,,,,,
100,2,1,1,1,0,0,1,0,1,0,0
,,,,,,,,,,,
102,3,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,4,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
100,5,0,1,0,0,0,1,0,1,0,0
,,,,,,,,,,,
102,6,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,7,1,0,1,1,1,0,1,0,0,0
,,,,,,,,,,,
102,8,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,9,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,
100,0,1,0,1,0,1,0,1,0,0,0
,,,,,,,,,,,
103,1,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
103,2,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
102,3,1,1,1,0,1,1,0,0,0,0
,,,,,,,,,,,
105,4,1,1,0,0,1,1,0,1,0,0
,,,,,,,,,,,
102,5,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
101,6,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
103,7,0,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,
103,8,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
102,9,1,1,1,0,0,0,1,1,0,0
,,,,,,,,,,,
100,0,1,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
103,1,0,0,1,1,0,1,0,0,0,0
,,,,,,,,,,,
103,2,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
105,3,1,1,0,0,1,1,0,1,0,0
,,,,,,,,,,,
103,4,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
104,5,1,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,
103,6,0,1,0,0,0,1,1,1,0,0
,,,,,,,,,,,
104,7,1,1,1,1,0,1,0,1,0,0
,,,,,,,,,,,
104,8,1,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
103,9,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
100,0,0,1,0,0,1,0,1,1,0,0
,,,,,,,,,,,
100,1,1,1,0,1,1,0,1,0,0,0
,,,,,,,,,,,
102,2,1,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
103,3,0,1,0,0,0,1,1,1,0,0
,,,,,,,,,,,
103,4,0,0,0,0,0,1,1,1,0,0
,,,,,,,,,,,
100,5,1,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
103,6,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
103,7,0,1,0,0,0,0,1,1,0,0
,,,,,,,,,,,
100,8,0,0,1,0,1,0,1,0,0,0
,,,,,,,,,,,
100,9,1,0,0,0,1,0,1,0,0,0
,,,,,,,,,,,
103,0,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
104,1,1,1,1,0,1,0,1,1,0,0
,,,,,,,,,,,
103,2,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,
100,3,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
104,4,1,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
100,5,0,1,1,0,1,0,0,0,0,0
,,,,,,,,,,,
102,6,1,1,1,0,1,0,1,0,0,0
,,,,,,,,,,,
103,7,0,1,1,0,0,1,0,1,0,0
,,,,,,,,,,,
103,8,0,0,0,1,0,1,1,1,0,0
,,,,,,,,,,,
103,9,0,1,1,1,1,0,1,0,0,0
,,,,,,,,,,,
103,0,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
103,1,0,0,1,1,0,0,1,0,0,0
,,,,,,,,,,,
101,2,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
100,3,1,0,0,1,0,0,1,0,0,0
,,,,,,,,,,,
103,4,0,0,0,1,0,0,1,1,0,0
,,,,,,,,,,,
100,5,0,1,0,0,1,1,1,1,0,0
,,,,,,,,,,,
100,6,1,0,0,0,0,1,1,1,0,0
,,,,,,,,,,,
100,7,1,1,0,0,0,1,0,1,0,0
,,,,,,,,,,,
102,8,1,0,1,0,1,1,1,0,0,0
,,,,,,,,,,,
100,9,1,1,0,1,0,0,1,0,0,0
,,,,,,,,,,,
103,0,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
103,1,0,1,0,0,1,0,1,0,0,0
,,,,,,,,,,,
100,2,1,1,1,1,1,0,0,0,0,0
,,,,,,,,,,,
100,3,0,0,0,0,1,1,1,1,0,0
,,,,,,,,,,,
102,4,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
101,5,1,0,1,0,0,1,0,0,0,0
,,,,,,,,,,,
103,6,0,1,0,0,0,1,1,0,0,0
,,,,,,,,,,,
102,7,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
100,8,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,
103,9,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,
100,0,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
102,1,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
104,2,1,0,1,0,0,0,0,1,0,0
,,,,,,,,,,,
105,3,1,1,0,0,1,1,1,1,0,0
,,,,,,,,,,,
101,4,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
105,5,1,0,0,0,1,0,1,0,0,0
,,,,,,,,,,,
104,6,1,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,
100,7,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
103,8,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,
103,9,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
103,0,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
100,1,0,0,0,1,1,0,1,0,0,0
,,,,,,,,,,,
100,2,1,0,1,1,1,0,1,0,0,0
,,,,,,,,,,,
100,3,0,0,1,1,0,1,1,0,0,0
,,,,,,,,,,,
100,4,0,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
100,5,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
100,6,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
105,7,1,1,0,0,1,0,1,1,0,0
,,,,,,,,,,,
100,8,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
103,9,0,0,0,0,0,1,1,0,0,0
,,,,,,,,,,,
100,0,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
100,1,0,0,1,1,1,0,1,0,0,0
,,,,,,,,,,,
103,2,0,1,0,1,0,1,1,1,0,0
,,,,,,,,,,,
103,3,0,0,0,0,0,1,1,0,0,0
,,,,,,,,,,,
100,4,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
100,5,1,1,0,1,1,0,0,0,0,0
,,,,,,,,,,,
103,6,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
103,7,0,1,0,0,0,0,1,0,0,0
,,,,,,,,,,,
103,8,0,1,0,1,0,1,1,1,0,0
,,,,,,,,,,,
103,9,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
101,0,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
100,1,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
100,2,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
105,3,1,1,0,0,1,1,0,1,0,0
,,,,,,,,,,,
103,4,0,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,
102,5,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
102,6,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
102,7,1,1,1,0,1,0,1,1,0,0
,,,,,,,,,,,
103,8,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
100,9,1,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,
105,0,1,0,0,0,1,1,1,1,0,0
,,,,,,,,,,,
103,1,0,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,
100,2,0,0,1,1,1,0,0,0,0,0
,,,,,,,,,,,
100,3,0,0,1,1,0,1,0,0,0,0
,,,,,,,,,,,
103,4,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
103,5,0,1,1,0,0,0,1,1,0,0
,,,,,,,,,,,
105,6,1,1,0,0,1,0,1,1,0,0
,,,,,,,,,,,
100,7,0,1,0,1,0,0,1,1,0,0
,,,,,,,,,,,
100,8,1,0,0,1,1,0,1,0,0,0
,,,,,,,,,,,
100,9,0,1,0,1,0,0,1,1,0,0
,,,,,,,,,,,
100,0,0,0,1,1,1,0,0,0,0,0
,,,,,,,,,,,
103,1,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
102,2,1,0,0,0,0,1,1,1,0,0
,,,,,,,,,,,
100,3,1,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,
100,4,0,0,0,1,1,1,0,0,0,0
,,,,,,,,,,,
103,5,0,1,0,1,0,1,1,0,0,0
,,,,,,,,,,,
100,6,0,0,0,0,1,1,0,0,0,0
,,,,,,,,,,,
100,7,0,0,0,0,1,1,1,0,0,0
,,,,,,,,,,,
100,8,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
102,9,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,0,0,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,
103,1,0,1,0,0,0,1,0,1,0,0
,,,,,,,,,,,
103,2,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
100,3,1,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
103,4,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
100,5,1,1,0,1,0,0,1,1,0,0
,,,,,,,,,,,
103,6,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,
105,7,1,1,0,0,1,1,0,1,0,0
,,,,,,,,,,,
103,8,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
103,9,0,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
101,0,1,1,1,0,0,1,0,1,0,0
,,,,,,,,,,,
104,1,1,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
103,2,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
104,3,1,0,0,0,1,0,1,0,0,0
,,,,,,,,,,,
103,4,0,1,0,1,0,1,1,1,0,0
,,,,,,,,,,,
103,5,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
102,6,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
101,7,1,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
104,8,1,0,1,1,0,0,1,0,0,0
,,,,,,,,,,,
104,9,1,0,0,1,0,0,1,1,0,0
,,,,,,,,,,,
100,0,1,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,
104,1,1,1,1,0,1,0,1,1,0,0
,,,,,,,,,,,
100,2,1,1,0,1,0,1,1,0,0,0
,,,,,,,,,,,
102,3,1,0,1,0,1,1,0,1,0,0
